date,t_max,t_min,t_mean
2021-01-01,1.1935483870967742,-3.7870967741935484,-1.4806451612903226
2021-01-02,1.3806451612903226,-4.329032258064516,-1.632258064516129
2021-01-03,0.5419354838709677,-4.37741935483871,-2.0483870967741935
2021-01-04,0.6806451612903225,-4.419354838709677,-1.9387096774193548
2021-01-05,0.6677419354838711,-4.874193548387097,-2.1903225806451614
2021-01-06,0.7935483870967741,-5.080645161290323,-2.2
2021-01-07,0.864516129032258,-4.112903225806452,-1.770967741935484
2021-01-08,1.2096774193548387,-3.5161290322580645,-1.3451612903225805
2021-01-09,2.1838709677419357,-3.174193548387097,-0.6709677419354839
2021-01-10,2.4709677419354836,-2.193548387096774,-0.009677419354838675
2021-01-11,2.6451612903225805,-2.5225806451612898,-0.25806451612903236
2021-01-12,3.138709677419355,-2.541935483870968,0.22258064516129034
2021-01-13,2.8419354838709676,-2.361290322580645,-0.041935483870967766
2021-01-14,2.3161290322580643,-3.103225806451613,-0.5451612903225806
2021-01-15,1.6903225806451612,-2.6354838709677417,-0.6419354838709677
2021-01-16,1.864516129032258,-3.3419354838709676,-0.8709677419354839
2021-01-17,2.1322580645161286,-3.583870967741935,-1.135483870967742
2021-01-18,0.8387096774193549,-4.629032258064516,-2.1322580645161286
2021-01-19,0.1677419354838709,-4.716129032258064,-2.4193548387096775
2021-01-20,0.3,-4.667741935483871,-2.325806451612903
2021-01-21,1.0806451612903225,-4.02258064516129,-1.7129032258064516
2021-01-22,0.23870967741935475,-5.006451612903225,-2.5193548387096776
2021-01-23,-0.39677419354838717,-5.532258064516129,-3.325806451612903
2021-01-24,-0.3903225806451612,-6.145161290322581,-3.5258064516129033
2021-01-25,-0.7838709677419355,-5.909677419354838,-3.4967741935483874
2021-01-26,-0.11290322580645154,-5.906451612903226,-3.267741935483871
2021-01-27,0.3096774193548388,-5.709677419354839,-2.925806451612903
2021-01-28,1.3225806451612903,-4.670967741935484,-1.8548387096774193
2021-01-29,1.5806451612903225,-4.367741935483871,-1.6741935483870967
2021-01-30,1.2548387096774194,-4.603225806451612,-1.7903225806451613
2021-01-31,0.9451612903225807,-4.409677419354838,-2.0161290322580645
2021-02-01,1.038709677419355,-5.080645161290323,-2.167741935483871
2021-02-02,1.5548387096774194,-4.090322580645161,-1.4193548387096775
2021-02-03,1.8096774193548388,-3.861290322580645,-1.3935483870967742
2021-02-04,2.4612903225806453,-4.058064516129032,-1.164516129032258
2021-02-05,2.0,-4.038709677419355,-1.1645161290322579
2021-02-06,1.8161290322580643,-3.819354838709677,-1.367741935483871
2021-02-07,2.2870967741935484,-4.251612903225807,-1.2258064516129032
2021-02-08,2.0999999999999996,-3.3,-0.9354838709677419
2021-02-09,2.351612903225807,-3.074193548387097,-0.7483870967741936
2021-02-10,2.270967741935484,-3.661290322580645,-1.1516129032258065
2021-02-11,1.3064516129032258,-4.212903225806452,-1.7129032258064516
2021-02-12,1.525806451612903,-4.990322580645161,-2.032258064516129
2021-02-13,2.003225806451613,-4.312903225806451,-1.3838709677419354
2021-02-14,2.180645161290323,-3.0032258064516126,-0.6645161290322581
2021-02-15,1.8741935483870968,-3.3870967741935485,-1.0580645161290323
2021-02-16,2.606451612903226,-4.196774193548387,-1.1838709677419357
2021-02-17,2.8419354838709676,-4.8,-1.4096774193548387
2021-02-18,3.103225806451613,-3.003225806451613,-0.16451612903225807
2021-02-19,3.458064516129032,-2.635483870967742,0.132258064516129
2021-02-20,3.374193548387097,-2.6193548387096777,0.04193548387096774
2021-02-21,4.145161290322581,-2.8451612903225807,0.16451612903225799
2021-02-22,3.6774193548387095,-3.2290322580645165,-0.15483870967741936
2021-02-23,3.52258064516129,-2.732258064516129,0.03870967741935487
2021-02-24,4.125806451612903,-2.7193548387096773,0.3677419354838709
2021-02-25,4.4,-2.7516129032258063,0.13225806451612906
2021-02-26,4.296774193548386,-2.364516129032258,0.5645161290322582
2021-02-27,4.532258064516129,-2.02258064516129,0.7419354838709676
2021-02-28,4.735483870967742,-2.948387096774194,0.4000000000000001
,5.7125,-2.1625,1.3624999999999998
2021-03-01,5.806666666666667,-1.51,1.6400000000000001
2021-03-02,5.246666666666667,-1.7366666666666668,1.1133333333333333
2021-03-03,5.306666666666667,-2.01,1.2866666666666664
2021-03-04,5.890000000000001,-0.9466666666666667,1.9933333333333332
2021-03-05,6.153333333333333,-1.73,1.5333333333333334
2021-03-06,5.96,-2.006666666666667,1.4466666666666665
2021-03-07,6.7,-1.4366666666666668,2.15
2021-03-08,6.6033333333333335,-1.3033333333333332,2.1199999999999997
2021-03-09,7.04,-1.5766666666666667,2.1533333333333333
2021-03-10,7.096666666666667,-0.8166666666666667,2.61
2021-03-11,7.796666666666667,-0.5766666666666665,3.033333333333333
2021-03-12,7.3966666666666665,-0.22333333333333327,3.1133333333333337
2021-03-13,7.493333333333334,-0.3233333333333334,3.146666666666667
2021-03-14,7.3933333333333335,0.5033333333333333,3.4466666666666668
2021-03-15,6.8133333333333335,-0.4166666666666667,2.7666666666666666
2021-03-16,6.656666666666666,-0.67,2.4733333333333336
2021-03-17,7.343333333333334,-0.7133333333333334,2.886666666666667
2021-03-18,7.876666666666667,-0.1833333333333333,3.3466666666666667
2021-03-19,7.63,0.04999999999999998,3.256666666666667
2021-03-20,7.13,-0.01333333333333336,3.066666666666667
2021-03-21,8.143333333333334,-0.24999999999999992,3.73
2021-03-22,8.263333333333334,0.6533333333333334,3.933333333333333
2021-03-23,8.576666666666666,-0.48000000000000004,3.5966666666666667
